Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      15/45          std::__detail::_Node_iterator<std::pair<int const, std::pair<int, int> >, false, false>::_Node_iterator(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*) [121]
                0.00    0.00       2/2           std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&) [478]
                0.00    0.00       2/32          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [139]
-----------------------------------------------
                0.00    0.00      15/15          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*, unsigned long) [208]
[209]    0.0    0.00    0.00      15         std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*) [209]
                0.00    0.00      12/43          std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>::_M_next() const [129]
                0.00    0.00      12/15          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, std::pair<int, int> >, false> const&) const [203]
-----------------------------------------------
                0.00    0.00      15/15          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(int const&) [212]
[210]    0.0    0.00    0.00      15         std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::__small_size_threshold() [210]
                0.00    0.00      15/47          std::__detail::_Hashtable_hash_traits<std::hash<int> >::__small_size_threshold() [114]
-----------------------------------------------
                0.00    0.00      15/15          std::unordered_map<int, std::pair<int, int>, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::pair<int, int> > > >::end() [219]
[211]    0.0    0.00    0.00      15         std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::end() [211]
                0.00    0.00      15/45          std::__detail::_Node_iterator<std::pair<int const, std::pair<int, int> >, false, false>::_Node_iterator(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*) [121]
-----------------------------------------------
                0.00    0.00      15/15          std::unordered_map<int, std::pair<int, int>, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::pair<int, int> > > >::find(int const&) [220]
[212]    0.0    0.00    0.00      15         std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(int const&) [212]
                0.00    0.00      15/15          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::__small_size_threshold() [210]
                0.00    0.00      15/15          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::size() const [204]
                0.00    0.00      15/58          std::__detail::_Hash_code_base<int, std::pair<int const, std::pair<int, int> >, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [94]
                0.00    0.00      15/32          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [139]
                0.00    0.00      15/30          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, int const&, unsigned long) const [142]
                0.00    0.00      15/45          std::__detail::_Node_iterator<std::pair<int const, std::pair<int, int> >, false, false>::_Node_iterator(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*) [121]
-----------------------------------------------
                0.00    0.00      15/15          void std::_Destroy<Edge*>(Edge*, Edge*) [248]
[213]    0.0    0.00    0.00      15         void std::_Destroy_aux<true>::__destroy<Edge*>(Edge*, Edge*) [213]
-----------------------------------------------
                0.00    0.00      15/15          std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_base() [217]
[214]    0.0    0.00    0.00      15         std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl::_Vector_impl() [214]
                0.00    0.00      15/15          std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl_data::_Vector_impl_data() [216]
-----------------------------------------------
                0.00    0.00      15/15          std::_Vector_base<Edge, std::allocator<Edge> >::~_Vector_base() [218]
[215]    0.0    0.00    0.00      15         std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl::~_Vector_impl() [215]
                0.00    0.00      15/15          std::__new_allocator<Edge>::~__new_allocator() [222]
-----------------------------------------------
                0.00    0.00      15/15          std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl::_Vector_impl() [214]
[216]    0.0    0.00    0.00      15         std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl_data::_Vector_impl_data() [216]
-----------------------------------------------
                0.00    0.00      15/15          std::vector<Edge, std::allocator<Edge> >::vector() [233]
[217]    0.0    0.00    0.00      15         std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_base() [217]
                0.00    0.00      15/15          std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl::_Vector_impl() [214]
-----------------------------------------------
                0.00    0.00      15/15          std::vector<Edge, std::allocator<Edge> >::~vector() [234]
[218]    0.0    0.00    0.00      15         std::_Vector_base<Edge, std::allocator<Edge> >::~_Vector_base() [218]
                0.00    0.00      15/15          std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl::~_Vector_impl() [215]
                0.00    0.00      15/59          std::_Vector_base<Edge, std::allocator<Edge> >::_M_deallocate(Edge*, unsigned long) [92]
-----------------------------------------------
                0.00    0.00      15/15          main [7]
[219]    0.0    0.00    0.00      15         std::unordered_map<int, std::pair<int, int>, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::pair<int, int> > > >::end() [219]
                0.00    0.00      15/15          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::end() [211]
-----------------------------------------------
                0.00    0.00      15/15          main [7]
[220]    0.0    0.00    0.00      15         std::unordered_map<int, std::pair<int, int>, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::pair<int, int> > > >::find(int const&) [220]
                0.00    0.00      15/15          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(int const&) [212]
-----------------------------------------------
                0.00    0.00      15/15          main [7]
[221]    0.0    0.00    0.00      15         std::unordered_map<int, std::pair<int, int>, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::pair<int, int> > > >::operator[](int const&) [221]
                0.00    0.00      15/15          std::__detail::_Map_base<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [240]
-----------------------------------------------
                0.00    0.00      15/15          std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl::~_Vector_impl() [215]
[222]    0.0    0.00    0.00      15         std::__new_allocator<Edge>::~__new_allocator() [222]
-----------------------------------------------
                0.00    0.00      15/15          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*) [239]
[223]    0.0    0.00    0.00      15         std::__new_allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> >::deallocate(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*, unsigned long) [223]
-----------------------------------------------
                0.00    0.00      15/15          std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [237]
[224]    0.0    0.00    0.00      15         std::__new_allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> >::allocate(unsigned long, void const*) [224]
-----------------------------------------------
                0.00    0.00      15/15          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*) [239]
[225]    0.0    0.00    0.00      15         std::__ptr_traits_ptr_to<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*, std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>, false>::pointer_to(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>&) [225]
                0.00    0.00      15/15          std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>* std::addressof<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> >(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>&) [249]
-----------------------------------------------
                0.00    0.00      15/15          std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [237]
[226]    0.0    0.00    0.00      15         std::pair<int const, std::pair<int, int> >::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>) [226]
                0.00    0.00      15/15          std::pair<int const, std::pair<int, int> >::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [227]
-----------------------------------------------
                0.00    0.00      15/15          std::pair<int const, std::pair<int, int> >::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>) [226]
[227]    0.0    0.00    0.00      15         std::pair<int const, std::pair<int, int> >::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [227]
                0.00    0.00      15/77          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [65]
                0.00    0.00      15/56          std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [104]
                0.00    0.00      15/15          std::pair<int, int>::pair<int, int, true>() [229]
-----------------------------------------------
                0.00    0.00      15/15          main [7]
[228]    0.0    0.00    0.00      15         std::pair<int, int>::pair<int, int, true>(int const&, int const&) [228]
-----------------------------------------------
                0.00    0.00      15/15          std::pair<int const, std::pair<int, int> >::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [227]
[229]    0.0    0.00    0.00      15         std::pair<int, int>::pair<int, int, true>() [229]
-----------------------------------------------
                0.00    0.00      15/15          main [7]
[230]    0.0    0.00    0.00      15         std::pair<int, int>::operator=(std::pair<int, int>&&) [230]
                0.00    0.00      30/150         int&& std::forward<int>(std::remove_reference<int>::type&) [38]
-----------------------------------------------
                0.00    0.00      15/15          std::vector<Edge, std::allocator<Edge> >::clear() [232]
[231]    0.0    0.00    0.00      15         std::vector<Edge, std::allocator<Edge> >::_M_erase_at_end(Edge*) [231]
-----------------------------------------------
                0.00    0.00      15/15          GraphPartition::initialize(int) [526]
[232]    0.0    0.00    0.00      15         std::vector<Edge, std::allocator<Edge> >::clear() [232]
                0.00    0.00      15/15          std::vector<Edge, std::allocator<Edge> >::_M_erase_at_end(Edge*) [231]
-----------------------------------------------
                0.00    0.00      15/15          Vertex::Vertex() [199]
[233]    0.0    0.00    0.00      15         std::vector<Edge, std::allocator<Edge> >::vector() [233]
                0.00    0.00      15/15          std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_base() [217]
-----------------------------------------------
                0.00    0.00      15/15          Vertex::~Vertex() [200]
[234]    0.0    0.00    0.00      15         std::vector<Edge, std::allocator<Edge> >::~vector() [234]
                0.00    0.00      15/103         std::_Vector_base<Edge, std::allocator<Edge> >::_M_get_Tp_allocator() [54]
                0.00    0.00      15/15          std::_Vector_base<Edge, std::allocator<Edge> >::~_Vector_base() [218]
                0.00    0.00      15/15          void std::_Destroy<Edge*>(Edge*, Edge*) [248]
-----------------------------------------------
                0.00    0.00       1/15          std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [625]
                0.00    0.00      14/15          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [302]
[235]    0.0    0.00    0.00      15         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [235]
                0.00    0.00      15/15          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [244]
-----------------------------------------------
                0.00    0.00      15/15          std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [237]
[236]    0.0    0.00    0.00      15         std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>::_Hash_node() [236]
                0.00    0.00      15/91          std::__detail::_Hash_node_base::_Hash_node_base() [55]
-----------------------------------------------
                0.00    0.00      15/15          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [206]
[237]    0.0    0.00    0.00      15         std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [237]
                0.00    0.00      45/344         std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [10]
                0.00    0.00      45/224         std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [27]
                0.00    0.00      45/344         std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [9]
                0.00    0.00      30/64          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >::_M_node_allocator() [86]
                0.00    0.00      30/282         operator new(unsigned long, void*) [18]
                0.00    0.00      15/15          std::__new_allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> >::allocate(unsigned long, void const*) [224]
                0.00    0.00      15/15          std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>* std::__to_address<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> >(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*) [245]
                0.00    0.00      15/15          std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>::_Hash_node() [236]
                0.00    0.00      15/75          __gnu_cxx::__aligned_buffer<std::pair<int const, std::pair<int, int> > >::_M_ptr() [66]
                0.00    0.00      15/56          std::tuple<int const&>::tuple(std::tuple<int const&>&&) [102]
                0.00    0.00      15/15          std::pair<int const, std::pair<int, int> >::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>) [226]
-----------------------------------------------
                0.00    0.00      15/15          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*) [635]
[238]    0.0    0.00    0.00      15         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*) [238]
                0.00    0.00      15/75          __gnu_cxx::__aligned_buffer<std::pair<int const, std::pair<int, int> > >::_M_ptr() [66]
                0.00    0.00      15/64          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >::_M_node_allocator() [86]
                0.00    0.00      15/15          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*) [239]
-----------------------------------------------
                0.00    0.00      15/15          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*) [238]
[239]    0.0    0.00    0.00      15         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*) [239]
                0.00    0.00      15/15          std::__ptr_traits_ptr_to<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*, std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>, false>::pointer_to(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>&) [225]
                0.00    0.00      15/64          std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >::_M_node_allocator() [86]
                0.00    0.00      15/15          std::__new_allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> >::deallocate(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*, unsigned long) [223]
-----------------------------------------------
                0.00    0.00      15/15          std::unordered_map<int, std::pair<int, int>, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::pair<int, int> > > >::operator[](int const&) [221]
[240]    0.0    0.00    0.00      15         std::__detail::_Map_base<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [240]
                0.00    0.00      15/58          std::__detail::_Hash_code_base<int, std::pair<int const, std::pair<int, int> >, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [94]
                0.00    0.00      15/32          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [139]
                0.00    0.00      15/30          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, int const&, unsigned long) const [142]
                0.00    0.00      15/56          std::tuple<int const&>::tuple<true, true>(int const&) [101]
                0.00    0.00      15/15          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [206]
                0.00    0.00      15/15          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*, unsigned long) [208]
                0.00    0.00      15/45          std::__detail::_Node_iterator<std::pair<int const, std::pair<int, int> >, false, false>::operator->() const [120]
                0.00    0.00      15/15          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::~_Scoped_node() [207]
-----------------------------------------------
                0.00    0.00      15/15          main [7]
[241]    0.0    0.00    0.00      15         std::__detail::operator!=(std::__detail::_Node_iterator_base<std::pair<int const, std::pair<int, int> >, false> const&, std::__detail::_Node_iterator_base<std::pair<int const, std::pair<int, int> >, false> const&) [241]
-----------------------------------------------
                0.00    0.00      15/15          Vertex* std::__uninitialized_default_n_1<false>::__uninit_default_n<Vertex*, unsigned long>(Vertex*, unsigned long) [608]
[242]    0.0    0.00    0.00      15         void std::_Construct<Vertex>(Vertex*) [242]
                0.00    0.00      15/282         operator new(unsigned long, void*) [18]
                0.00    0.00      15/15          Vertex::Vertex() [199]
-----------------------------------------------
                0.00    0.00      15/15          std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>* std::addressof<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> >(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>&) [249]
[243]    0.0    0.00    0.00      15         std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>* std::__addressof<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> >(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>&) [243]
-----------------------------------------------
                0.00    0.00      15/15          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [235]
[244]    0.0    0.00    0.00      15         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [244]
                0.00    0.00      45/45          int* std::__niter_base<int*>(int*) [123]
                0.00    0.00      15/15          std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [246]
-----------------------------------------------
                0.00    0.00      15/15          std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [237]
